docId,title,content,href
303125968,군대 가기전여자친구 선물여자친구,"퀴스퀴스에서 탄생석목걸이 추천드립니다.탄생석을 셋팅하여 더욱더 의미있고,데일리로 하기에도 괜찮은 아이템으로 생각됩니다.퀴스퀴스퀴스퀴스 14K 귀걸이, 14K 목걸이 전문 쇼핑몰, 탄생석 쇼핑몰, 스와로브스키 및 수입 악세사리 전문 쇼핑몰www.quisquis.co.kr​",https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60304&docId=303125968&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=3&search_sort=0&spq=0
303125968,군대 가기전여자친구 선물여자친구,"군대가시기 전이면 20대 초반이시겠네요~ 여자친구 선물로 휴대용 포트프린터 어떨까싶어요여자분들 사진찍는거 좋아하고 그맘때 특히 셀카 많이들 찍으실텐데 제가 지금 구매 고려중인 캐논 인스픽S 추천드려요일단 무게 가볍고 예뻐서 좋고, 셀카 찍을때 카메라 자체에서 조명이 나오니 예쁘게 찍히고 바로 출력하고~입대전 두분 추억 사진으로 많이 남기시고, 군생활 중에도 여자친구분 사진찍어 출력한거 남친님께 보내도 되구요너무 갖고싶은데 내가 사긴 그렇고 선물받으면 좋은 그런 아이템 있잖아요ㅎㅎ참고하시라고 댓 남깁니다 : )​https://shopping.naver.com/play/play/stores/100006966/products/4555217258?NaPm=ct%3Dkhlaicyj%7Cci%3Dshoppingwindow%7Ctr%3Dswnn%7Chk%3D2a6e4aee8e4396ac6604c30a429325b4840e1b13%7Ctrx%3D캐논 폴라로이드 포토프린터 인스픽S ZV-123A캐논코리아 공식파트너shopping.naver.com​",https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60304&docId=303125968&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=3&search_sort=0&spq=0
303125968,군대 가기전여자친구 선물여자친구,군대 가기전 캐논 카메라 인스픽S 선물​해주시면 좋을것같아요​사진도 많이 찍을 수 있고 면회나 휴가​나와서도 사진찍어 바로 사진프린트 할​수 있어서 서로 사진하기도 좋고 좋은거​같아요~^^,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60304&docId=303125968&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=3&search_sort=0&spq=0
303125968,군대 가기전여자친구 선물여자친구,"▶고퀄리티에 매우 합리적인 가격​▶1:1 주문 제작​▶주문후 평균2주 내외 상품수령가능​▶직영공장몰이라 저렴한 공임비​▶많은 이벤트 진행 (2개이상 구매시 5만원 할인, 첫주문시 2만원할인)​▶카카오톡 플러스 친구 ""골드가든"" 문의시 24시 빠른 응대​▶트렌디한 디자인​▶""골드가든"" 만의 ""기프트 패키지"" 제공@gold_garden_official_님이 Instagram을 사용 중입니다 • 10.2천명이 @gold_garden_official_님의 계정을 팔로우합니다팔로워 10.2천명, 팔로잉 1,626명, 게시물 204개 - 골드가든(@gold_garden_official_)님의 Instagram 사진 및 동영상 보기www.instagram.com​",https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60304&docId=303125968&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=3&search_sort=0&spq=0
374732250,여자친구선물,10대시면 간단한 꽃이나 가장중요한 손편지가 중요합니다.20대시면 향수나 로션 화장품 등등이 좋고 손편지는 필수입니다 ㅎㅎ30대분이시면 돈모아서 너무 비싸지 않은 가방과 손편지가 좋습니다!!!!!!,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=80101&docId=374732250&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=4&search_sort=0&spq=0
374732250,여자친구선물,향수!!아니면 커플 물건!,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=80101&docId=374732250&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=4&search_sort=0&spq=0
374732250,여자친구선물,"https://coupa.ng/bNdCKZ데일리 14K 심플 데일리 미니 라운드 원터치 링 귀걸이COUPANGcoupa.ng건강하고 행복하세요.지식과 저의 경험으로 작성한 글입니다.채택해주시면 해피빈은 전액 기부하고저에게는 큰 기쁨입니다.부탁드립니다.답변이 도움 되셨다면 ""포인트로 감사""로 마음을 전해 주세요.(●'◡'●)파트너스 활동을 통해 이익을 얻을 수도 있습니다",https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=80101&docId=374732250&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=4&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,"집들이 축하도 할 겸여자친구 선물로 보시는거면 개인적으로 무드등선택 잘하신 것 같네요~​요즘 여자, 남자 할 거 없이집들이 선물로 무드등 많이 하고있는데 특히 여자친구 선물로찾으심 달 무드등이 디자인도감성적이고 아름다워서 좋네요.​이게 달의 모양이랑 빛을 똑같이재현해 낸 건데 저도 첨엔 뭐얼마나 같겠어~? 하면서 봤는데진짜 달이랑 존똑이라 놀랐네요!여자애들한테도 선물로 하고 있는데받는 친구들마다 예쁘다고 난리에요~​인스타하는 여친이면 취저 제대로하실 듯 한데 밤에 이거 하나 켜놓으면 리얼로 분위기가 감성적이고로맨틱해서 여자친구 선물로 주기 좋아요.​",https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,여자분들이 선호하시는 가성비좋은 제품 추천드려요마음에 드시면 채택 부탁드려요~~레토 충전식 무선 실리콘 터치 LED 애니멀 무드등COUPANGbit.ly추천 파트너스 활동으로 수수료를 받을 수 있음,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,"자취하는 여자친구 선물로찾고 있으시면 질문자님의견처럼 무드등도 하기괜찮을 듯 하네요~.​요즘 여성 분들이 좋아하는디자인이 달, 별, 우주같이자연물들이던데 감성적인디자인들 많으니 예쁜 걸로골라서 여자친구 선물로해주시면 좋겠네요~",https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,안녕하세요 :) 무드등 몇 가지 추천드릴게요!https://coupa.ng/bNaVpm선진 7색 달 중형 무드등COUPANGcoupa.nghttps://coupa.ng/bNaVys충전식 무선 탁상 LED 램프 무드등COUPANGcoupa.nghttps://coupa.ng/bNaVzQ파인블루 스탠딩 네온 무드등COUPANGcoupa.ng파트너스 활동으로 일정액 수수료를 지급받을 수 있음.,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,"안녕하세요 질문자님!단순히 무드를 잡기위해서 무드등을 생각하셨다면차라리 분위기도 좋고 방향에 제습, 우울감완화등 여러 장점이 많은 향초는 어떠실까요?특별한 선물이길 바라실테니 특별한 향초추천드립니다.이븐데이라는 브랜드에서 판매하고 있는액상으로 만들어진 향초가 있는데요​구매하시기 쉽게 링크달아드릴게요https://smartstore.naver.com/evenday/products/4805457910천연액상향초 퇴사선물 집들이선물 캔들선물세트 셀렉션 홈스타일링 이븐데이 : 이븐데이천연액상향초 퇴사선물 집들이선물 캔들선물세트 셀렉션 홈스타일링 이븐데이smartstore.naver.com​",https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,무드등 추천드립니다.https://smartstore.naver.com/kakaho/products/5248329563LED취침등 수면등 무선 충전식 아이취침 수유 3단계 밝기조절 프로젝터모드 : 카카호스토어LED취침등 수면등 무선 충전식 아이취침 수유 3단계 밝기조절 프로젝터모드smartstore.naver.com자취하신다니 에어프라이어도 좋을것 같네요https://smartstore.naver.com/kakaho/products/5124849232나혼자산다1인가구를 위한 소형 에어프라이어 2리터 : 카카호스토어나혼자산다1인가구를 위한 소형 에어프라이어 2리터 소형 미니 에어프라이어 추천smartstore.naver.comhttps://smartstore.naver.com/kakaho/products/5243437642미니에어프라이어 에어프라이어 2.6L 원터치 디지털 터치 화이트 : 카카호스토어미니에어프라이어 에어프라이어 2.6L 원터치 디지털 터치 화이트smartstore.naver.comhttps://smartstore.naver.com/kakaho/products/5243437574에어후라이어 에어프라이어 3.5L 에어프라이 프리미엄 : 카카호스토어에어후라이어 에어프라이어 3.5L 에어프라이 프리미엄smartstore.naver.com​,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,​​가성비로 가실꺼면다이아로티하트 목걸이 라고 있습니다.7만원이면 사구요. 하트모양에 다이아몬드박혀있는 목걸이고 평이 어마어마합니다.배송도 바로다음날에 옵니다.​​,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,"무드등과 함께 미니공기청정기는 어떠세요?요즘 황사에 미세먼지까지 공기가 안좋아서 공기청정기 선물이 인기를 끌고 있습니다.​침대 머리맡에 둘 수 있는 미니공기청정기로 선물용으로 많이 나가는데요.가성비 브랜드로 유명한 쿠잉의 미니공기청정기 추천드릴게요.할인가로 5만원대에 구매가능하고 가격대비 성능이 뛰어난 제품이에요.링크남겨드리겠습니다 :)​황사 미세먼지 해결사 쿠잉 미니 공기청정기 APWA9판매처씨엔컴퍼니N페이 사용가능가격59,000원​http://www.cooingkorea.com/index쿠잉고객분들의 취향을 담은 가성비 생활가전제품 브랜드입니다.www.cooingkorea.com​",https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,무드등과 함께 여자친구에게 건강에 도움되는 선물은 어때요?집에서 간편하게 마실 수 있는 차 종류 추천해드리고 싶어요곰곰 캐모마일 삼각티백COUPANGcoupa.ng여자친구가 생리통이 너무 심한편이라뭔가 챙겨주고 싶고해줄 수 있는게 뭐가 있을까 고민하다가카모마일차가 좋다고 하길래 사준적이 있는데여자친구가 그날 되면 커피 대신 카모마일차 마시면서정말 많이 좋아지고 편안해졌다고 말하더라구요자궁이완 효능과 소염 효과가 있는 카모마일차를 마셔보는 건 어떨까요삼각 티백으로 되어 있어서 편하게 꺼내서 마실 수 있어요.제가 산 상품 링크 드릴게요​(글쓴이는 쿠팡 파트너스 활동의 일환으로 해당 글을 작성했습니다.),https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,"무드등을 많이 올려주셨네요.근데 전 개인적으로는 무드등 보다는 집들이 선물로는 향초가 좋긴 해요.향초와 캔들 세트는 집들이 선물로는 정말 무난하거든요.근데 무난해서 많은 사람들이 가져오죠.>>향초세트 19900원 바로가기<<여기에 또 향을 별로 안좋아하는 사람이 있기 때문에 이것도 잘 생각해 보시는 게 좋겠죠.향을 좋아한다면 강추입니다. 한번쓰기 시작하면 계속 쓰거든요.이게 아니라 좀 특이한 걸 하고 싶다면 저는 이거요.​ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽지 않나요? ㅋㅋㅋ​블루투스 스피커인데 음악을 틀면 텐테이블이 돌아간다고 하더라고요.손바닥만해서 귀엽고, 좀 특이해서 다른 집들이 선물보다 가격도 저렴해서 저는 추천해요.무드등 너무 좋지만 안쓰는 사람은 안써서 여자친구가 쓰는지 먼저 물어보고 쓰지 않는다면조금 특이한 선물도 괜찮을 듯 합니다.​",https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,"여자친구분 집들이 선물을 찾고 계시는 군요~~ ㅎㅎ 넘나 스윗하신 남친분..무드등도 좋은 선물이지만 다소 식상한 선물이 될 수 있을거같아요..^^좋은 기운을 불러다 준다는 좋은 의미도 있고, 인테리어 소품으로도 훌륭한 썬캐쳐 추천드립니다.일단 너무 예뻐서 여자친구분이 좋아할거같아요^^제가 본거 알려드리고 갑니다~​https://m.smartstore.naver.com/vivioshir_/products/5221776498자개 크리스탈썬캐쳐 인테리어 소품 모빌 핸드메이드 집들이 선물 홈카페 드림케쳐 : VIVIOSHIR[VIVIOSHIR] 당신의 일상을 빛으로, with LOVE VIVIOSHIRm.smartstore.naver.com​",https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,​가성비로 가실꺼면​다이아로티하트 목걸이​조금 쓰실꺼면​루비꽃말하트 목걸이 한표요​둘다 유명합니다,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
374647134,여자친구 선물집들이 축하겸!,안녕하세요 30대 여자에요제가 고민하고 고민해 만든 요번달 선물 리스트에서참조하시면 도움 많이 되실꺼에요!!​https://01065438901.blog.me/222167089742선물고르기 A to Z 리스트 _ 2020년12월안녕하세요세이에세이에요제가 오랜만에 찾아왔어요!!그동안 어떤 콘텐츠로 여러분을 찾아뵈면 좋...01065438901.blog.me​,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=374647134&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0
375278358,여자친구 선물해줄만한 이쁜 mlb모자,뉴욕 양키스 볼캡이 가장 많이 나가요!,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=8040203&docId=375278358&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=7&search_sort=0&spq=0
375278358,여자친구 선물해줄만한 이쁜 mlb모자,안녕하세요~~​여자친구 선물 찾으시는군요!!​디자인 색상이쁜 상품들 몇가지 추천해드릴게요!!​개인적으로는 블루색상 LA가 가장이쁘네요!!!!!!​https://coupa.ng/bNtyxuMLB모자 47브랜드 미국직수입 정품 볼캡COUPANGcoupa.nghttps://coupa.ng/bNtyz7MLB 엠엘비 버킷햇벙거지 썬캡 볼캡 야구모자33CPHF-3COUPANGcoupa.nghttps://coupa.ng/bNtyLCMLB 엠엘비 버킷햇벙거지 썬캡 볼캡 야구모자33CPHF-1COUPANGcoupa.ng*파트너스 활동을통해 일정액의 수수료를 지급받을수 있음,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=8040203&docId=375278358&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=7&search_sort=0&spq=0
375278358,여자친구 선물해줄만한 이쁜 mlb모자,"추우니까 따뜻한 담요도 함께 선물해주는 건 어떨까요? 연말 ,크리스마스 선물 겸 주기도 좋고저도 선물 받았는데 되게 여러모로 유용하게 쓰고 있어서 여기저기 선물했더니나이대,성별 불문하고 호불호 없이 다들 좋아하더라구요그리고 여름 제외하고 두고두고 쓸 수 있어서 더욱 추천해드려요망토처럼 걸칠 수도 있고 두를 수도 있어요차안이나 야외에서도 일반 담요처럼 쓰기에도편하고 고정이 되서 흘러내리지 않아 활동성도 좋아요소재도 극세사라 부드럽고디자인도 이쁘고 심플해서 완전 센스있는 실용적인 선물이 될 거예요먼지없는 극세사 망토 후드 입는 집순이 담요 차박 차량용 방콕 캠핑 양털 무릎 치마 이불 : 유라블리스[유라블리스] 일상 속에 소소한 행복을 전달해드리는 유라블리스 입니다.smartstore.naver.com​",https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=8040203&docId=375278358&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=7&search_sort=0&spq=0
374675053,여자친구 선물고민,"바디필로우랑 곰인형 둘다 안고 자기엔 괜찮지만 여자친구분이 선물 받았을 때 곰인형이 뭔가 더 의미있는 것 같아요!ㅎㅎ저도 전에 남자친구한테 큰 인형을 선물 받아서 안고 자던 기억이 나는데,뭔가 남자친구랑 떨어져 있지만 자고 일어날 때마다 인형이 옆에 있으니 곰인형 보면서 남자친구 생각 더 하게되고 남자친구 안고 자는거처럼 괜히 기분 좋았던것 같아요^^곰인형 100cm인데 지금 할인해서 2만5천원 정도하네요 추천드려용 ㅎㅎhttps://coupa.ng/bNdilt​아트코리아 러브리본베어 왕 봉제인형COUPANGcoupa.ng​​​​파트너스 활동을 통해 일정 수수료를 받을 수 있습니다.",https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=31302&docId=374675053&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=10&search_sort=0&spq=0
374675053,여자친구 선물고민,여자친구 선물 고르실때쿠팡 참고하시면 좋습니다.​가격도 저렴한 상품이 많고생각 못했던 다양한 아이디어 상품이많아서 여자친구 선물 이벤트로도움을 많이 받을 수 있어요.​다양한 사람들이주로 여자친구 선물을 선택할 때뭘 선택하는지 비교가 되니쿠팡 최저가 검색 이용해보시길 바랍니다.​​파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=31302&docId=374675053&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=10&search_sort=0&spq=0
374675053,여자친구 선물고민,무조건 닌텐도 사야죠,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=31302&docId=374675053&qb=7Jes7J6Q7Lmc6rWsIOyEoOusvA==&enc=utf8&section=kin.qna&rank=10&search_sort=0&spq=0
